vendorID	passengerCount	tripDistance	month_num	day_of_month	day_of_week	day_of_hour
2	1	5.72	12	15	1	23
2	2	0.97	12	30	2	14
2	1	13.01	4	24	4	12
2	1	3	5	25	0	2
1	1	1	12	17	3	9
1	1	1.5	12	13	6	2
2	1	1.47	4	3	4	14
2	1	1.74	7	25	5	8
2	1	2.57	4	19	6	2
2	1	2.45	1	10	5	21
2	1	0.59	9	17	3	15
2	1	3.53	9	10	3	23
2	1	1.3	8	27	3	11
2	1	8.97	11	14	5	6
2	1	2.19	5	27	2	20
2	1	3.67	9	4	4	0
2	1	1.19	11	24	1	17
2	1	5.03	8	21	4	21
2	1	0.58	12	17	3	17
2	1	2.25	10	24	5	15
2	1	9.05	5	2	5	21
1	1	1.1	4	11	5	23
2	5	1.13	10	6	1	23
2	1	1.34	5	24	6	1
2	1	1.61	8	2	6	22
2	1	1.4	10	30	4	15
2	5	0.51	12	24	3	20
1	1	1.1	11	25	2	14
2	1	4.58	7	16	3	14
2	5	7.26	7	11	5	8
2	1	7.41	12	18	4	10
2	1	0.69	9	25	4	7
1	1	2.4	9	6	6	4
2	1	5.76	4	28	1	8
1	1	1.6	4	2	3	21
2	1	0.6	11	16	0	16
2	1	1.19	6	24	2	11
2	1	4.62	9	9	2	17
2	1	1.51	12	22	1	17
2	2	1.59	3	17	1	20
2	1	2.62	8	22	5	19
1	1	3	6	8	0	21
2	1	0.37	10	22	3	21
2	1	1.04	1	14	2	19
2	1	5.1	7	19	6	2
2	2	2.81	5	22	4	18
2	1	0.67	2	11	2	21
2	1	3.93	11	21	5	8
1	1	1.9	12	16	2	18
1	1	4	4	13	0	18
1	1	8.2	9	14	0	10
2	1	3.69	10	17	5	8
2	1	1.12	9	18	4	19
2	1	0.63	3	4	2	8
2	1	5.95	8	10	0	2
2	3	1	9	6	6	2
2	1	2.93	7	3	4	16
2	1	0.68	6	13	5	12
1	3	10.3	10	19	0	11
2	5	2.09	10	28	2	15
2	2	1.11	3	18	2	15
2	1	0.66	10	29	3	19
2	2	7.74	2	14	5	3
2	1	4.1	7	29	2	8
2	1	2.25	6	17	2	13
2	1	2.75	1	13	1	18
2	1	5.31	3	13	4	0
2	1	1.56	2	4	2	20
2	1	2.44	1	20	1	0
2	1	1.57	6	8	0	14
2	1	2.41	8	15	5	23
2	1	1.08	5	25	0	19
2	2	0.39	2	2	0	23
2	1	1.01	4	4	5	0
2	1	1.57	4	4	5	16
2	1	9.4	12	22	1	20
2	1	1.53	1	14	2	21
1	1	0.4	12	16	2	15
2	1	11.38	11	13	4	3
2	1	1.6	9	29	1	15
2	6	1.27	12	12	5	3
1	1	0.9	7	8	2	5
2	2	1.91	9	20	6	3
2	1	4.79	10	11	6	1
2	1	1.87	7	19	6	18
1	1	1.5	4	10	4	8
2	1	1.42	6	2	1	20
2	1	2.83	9	5	5	14
2	1	1.48	11	5	3	18
2	1	0.43	5	3	6	23
2	1	0.57	2	24	1	23
2	1	1.96	5	6	2	14
2	1	5.05	1	10	5	2
2	1	2.67	2	18	2	10
2	1	1.82	1	9	4	14
1	1	0.9	11	20	4	14
1	1	1.3	7	12	6	17
2	1	1.93	7	29	2	22
2	1	1.62	4	7	1	6
1	1	3.2	8	25	1	16
1	1	1.2	3	22	6	19
2	1	1.46	8	1	5	0
1	1	4.2	8	24	0	18
2	6	1.34	10	23	4	16
2	1	2.75	5	3	6	14
1	1	1.3	12	6	6	17
2	1	8.93	8	6	3	15
2	2	1.12	1	14	2	15
1	1	1.4	12	13	6	17
2	1	0.8	9	12	5	10
1	1	1.2	10	30	4	9
2	1	0.9	1	30	4	19
2	1	1.63	7	13	0	17
2	1	6.91	8	24	0	2
2	2	1.43	1	29	3	1
1	1	3.7	10	24	5	0
2	1	0.59	7	18	5	22
2	1	1.85	10	27	1	14
1	1	3.2	8	30	6	0
2	1	0.89	5	2	5	23
1	1	0.8	4	15	2	18
2	5	1.02	4	25	5	14
2	2	1.44	3	22	6	12
2	1	1.7	1	29	3	19
2	1	3.19	2	12	3	8
2	1	4.44	6	3	2	11
2	1	0.97	12	22	1	21
2	1	2.21	8	18	1	11
2	1	0.66	12	15	1	20
2	1	1.84	1	7	2	17
2	1	8.48	9	18	4	21
2	1	2.24	7	27	0	16
1	1	9.6	11	15	6	13
2	3	1.99	1	17	5	18
2	1	8.95	10	28	2	10
2	1	6.55	4	25	5	2
2	1	5.29	5	14	3	23
2	1	1.49	7	26	6	6
2	5	1.86	11	11	2	5
2	1	3.45	12	2	2	8
2	1	2.21	12	19	5	12
1	1	4.5	11	20	4	22
2	1	3.32	3	2	0	19
2	1	7.5	9	24	3	7
2	1	3.34	7	7	1	8
2	1	0.28	2	4	2	9
2	1	1.66	11	28	5	13
2	1	2.8	6	20	5	13
2	1	1.96	1	28	2	22
2	1	2.18	3	12	3	12
2	1	1.19	10	15	3	21
2	1	1.75	3	9	0	9
2	1	1.21	11	26	3	18
2	1	6.08	12	12	5	2
2	1	0.67	12	4	4	22
2	1	3.09	7	9	3	18
2	2	1.08	2	8	6	10
2	1	6.86	1	14	2	5
2	1	2.42	7	20	0	16
2	2	0.95	9	26	5	14
1	1	5.7	8	24	0	15
2	1	1	3	9	0	20
1	1	2.5	8	30	6	13
2	1	1.7	12	10	3	17
2	2	1.09	10	29	3	17
2	2	1.91	10	3	5	15
2	1	7.83	10	23	4	19
2	1	3.57	12	29	1	17
1	1	8	1	1	3	5
2	1	0.89	2	10	1	9
2	1	1.9	4	29	2	15
2	1	1.67	11	10	1	21
2	1	1.56	5	13	2	22
2	1	2.13	5	22	4	15
2	1	8.64	7	13	0	0
2	1	0.3	9	13	6	17
2	1	1.56	4	29	2	16
2	1	2.03	8	20	3	18
2	1	2.77	5	16	5	23
2	2	0.6	11	19	3	20
2	1	6.47	10	11	6	7
2	1	1	12	7	0	1
2	1	0.75	1	13	1	4
2	6	1.66	6	20	5	0
2	4	2.59	9	17	3	16
2	1	0.93	12	4	4	12
1	1	4.5	3	27	4	18
2	1	1.94	1	22	3	22
2	2	5.1	7	28	1	21
2	1	1.15	8	2	6	23
1	1	2.2	3	23	0	18
1	1	3.2	8	1	5	16
2	1	2.21	11	23	0	19
2	5	1.61	8	24	0	19
2	1	1.59	3	11	2	18
1	1	6.7	2	10	1	9
2	1	7.87	11	3	1	8
2	1	6.44	9	16	2	21
1	1	2	9	11	4	2
2	3	4.8	1	28	2	23
2	1	6.8	10	14	2	12
2	1	3.81	3	26	3	20
1	1	2.7	6	10	2	4
1	2	6.1	6	22	0	9
2	1	0.47	8	20	3	20
2	1	0.98	4	12	6	23
2	1	0.99	12	1	1	18
2	1	1.61	1	3	5	15
2	1	3.32	12	24	3	18
1	1	1.2	3	20	4	21
2	1	1.13	8	11	1	16
2	1	7.06	9	28	0	14
2	1	1.24	8	27	3	11
2	1	6.07	8	21	4	22
2	1	1.16	12	4	4	19
1	1	3.3	3	11	2	12
2	1	1.44	10	24	5	2
2	1	4.02	8	28	4	8
2	1	1.55	5	6	2	23
2	1	2.45	3	21	5	7
2	3	1.41	4	25	5	17
2	1	2.81	8	19	2	17
2	6	2.34	12	24	3	22
2	2	2.2	12	22	1	17
2	1	3.11	3	6	4	22
2	6	4.37	12	13	6	2
1	1	10.6	5	4	0	17
2	1	9.8	5	6	2	11
1	2	1	3	1	6	4
2	1	2.2	3	8	6	11
2	1	0.59	2	1	6	16
2	1	1.11	6	16	1	4
2	1	3.14	3	29	6	3
1	1	3.6	3	11	2	8
2	2	1.62	5	22	4	21
2	1	3.06	10	4	6	12
2	1	2.03	11	5	3	9
1	1	1.5	10	27	1	18
2	1	1.34	9	21	0	23
2	1	3.15	7	14	1	17
2	1	0.87	2	27	4	23
2	1	2.72	4	2	3	20
2	1	0.51	5	12	1	10
2	1	1.52	1	24	5	22
2	1	6.72	9	14	0	0
2	1	0.63	4	13	0	11
1	1	2.4	5	19	1	15
2	1	1.17	9	9	2	19
1	2	1.4	10	15	3	17
1	1	1	7	17	4	10
2	1	1.49	5	5	1	17
2	1	2.23	2	15	6	21
1	1	3.9	4	20	0	10
2	1	2.04	12	10	3	9
2	1	3.9	1	29	3	22
1	3	3.3	9	3	3	18
2	1	1.79	8	17	0	20
2	1	0.74	6	23	1	11
2	1	3.82	8	14	4	0
2	1	0.98	9	7	0	17
2	1	2.13	7	4	5	4
2	1	3.46	5	17	6	3
1	1	3.3	9	17	3	9
2	1	13.48	8	27	3	22
2	2	0.66	6	17	2	16
1	1	13	12	15	1	15
2	1	0.72	8	13	3	9
2	1	4.2	9	22	1	18
1	1	4.2	2	24	1	9
2	1	3.63	2	23	0	5
2	1	3.31	2	11	2	16
2	1	0.76	4	4	5	21
2	6	7.36	5	21	3	21
2	1	2.39	6	17	2	17
2	1	4.88	12	4	4	21
2	1	0.53	7	29	2	1
2	6	16.59	9	20	6	16
2	1	5.06	9	13	6	3
1	2	0.9	3	8	6	13
2	1	2.33	11	21	5	17
1	1	2.3	3	7	5	22
2	1	1.03	7	11	5	9
2	1	3.13	6	21	6	22
2	1	2.86	2	1	6	17
2	5	3.7	7	11	5	15
2	1	3.86	5	16	5	14
2	5	2.44	11	3	1	17
2	1	1.49	10	28	2	23
2	1	0.9	3	12	3	18
1	2	9.4	9	13	6	0
2	6	0.92	1	2	4	8
2	1	5.89	11	4	2	22
2	1	0.81	2	20	4	16
2	1	1.22	11	18	2	10
2	1	1.32	5	10	6	17
2	2	4.92	11	21	5	21
2	1	0.71	8	28	4	19
1	1	3.4	12	17	3	16
2	1	4.81	7	19	6	0
2	1	4.46	6	17	2	21
2	1	7.48	12	8	1	15
2	1	4.99	4	19	6	14
1	2	5.7	8	2	6	3
2	1	0.71	12	1	1	21
1	2	1.9	12	13	6	12
2	4	2.23	1	11	6	1
2	1	2.49	9	16	2	10
2	1	1.06	11	21	5	10
2	1	4.05	12	12	5	22
1	1	2.4	8	17	0	10
2	2	2.91	4	17	4	22
2	1	2.24	12	23	2	13
2	1	0.7	4	6	0	16
1	2	2	3	20	4	15
1	1	1.9	10	3	5	5
2	2	1.55	1	16	4	21
2	1	7.05	3	27	4	5
2	1	2.36	3	21	5	7
2	3	2.36	6	9	1	22
2	1	1.45	5	8	4	19
1	2	3.1	11	13	4	22
2	6	0.82	9	10	3	19
2	1	0.95	5	10	6	0
1	1	2.1	6	14	6	13
2	1	1.66	8	30	6	18
2	1	1.22	11	8	6	15
2	2	0.67	1	25	6	0
1	1	0.7	5	19	1	18
2	1	1.95	2	21	5	0
1	1	11.2	5	30	5	10
2	5	1.4	11	15	6	4
1	1	1.3	8	29	5	3
2	1	7.91	11	15	6	1
2	1	1.59	9	27	6	5
1	1	1.2	6	23	1	13
2	1	1.61	12	13	6	16
2	1	1.91	7	22	2	19
2	6	7.98	10	17	5	4
1	1	2.5	3	4	2	13
2	1	0.44	9	8	1	14
1	1	1.9	6	26	4	17
2	1	6.04	1	19	0	21
2	1	4.15	5	10	6	23
2	3	0.93	11	12	3	7
2	1	1.21	8	27	3	15
1	1	4.3	9	20	6	9
2	1	1.63	11	28	5	19
2	1	1.2	7	16	3	21
2	1	0.58	12	25	4	12
2	2	8.73	2	15	6	9
2	1	1.52	8	21	4	20
2	1	1.38	8	2	6	3
2	1	0.59	8	17	0	16
2	1	1.75	4	14	1	14
1	1	0.6	1	24	5	16
2	1	3.22	12	4	4	1
1	1	3.2	1	14	2	8
2	2	2.75	6	20	5	20
2	1	3.85	8	10	0	9
2	1	0.84	11	12	3	22
2	6	3.29	8	27	3	13
1	1	0.5	10	9	4	19
2	1	0.58	8	1	5	5
2	1	2.36	9	9	2	18
2	5	1.54	4	13	0	15
2	1	5.52	12	27	6	3
2	1	0.78	1	8	3	3
1	1	0.7	2	24	1	20
1	1	3	8	10	0	18
2	1	1.6	10	8	3	12
1	1	2.3	2	9	0	11
2	1	1.07	5	2	5	14
2	1	3.84	7	16	3	18
2	1	2.72	5	3	6	0
2	6	2.01	3	20	4	22
2	1	4.82	10	17	5	2
2	5	8.07	12	17	3	2
2	1	1.98	8	8	5	23
2	1	4.62	2	14	5	3
2	1	1.62	12	23	2	22
2	1	0.87	3	10	1	9
2	1	3.51	1	26	0	1
2	5	1.16	10	2	4	19
2	2	0.91	11	25	2	1
2	1	0.67	5	21	3	17
2	1	0.9	5	13	2	8
2	2	1.93	4	10	4	6
2	1	0.88	9	4	4	17
2	1	4.04	3	25	2	19
2	1	0.5	5	29	4	20
2	1	3.04	5	30	5	0
2	1	2.47	9	6	6	21
2	1	0.61	11	6	4	23
2	1	0.98	12	12	5	21
2	1	2.85	4	19	6	16
1	1	3.6	9	9	2	9
2	1	1.15	11	13	4	14
2	1	1.53	10	10	5	2
2	1	0.29	5	9	5	1
2	1	5.31	12	20	6	6
2	3	12.49	2	20	4	18
2	1	2.38	5	4	0	11
2	1	10.63	5	6	2	11
2	1	1.97	12	20	6	17
2	1	1.84	8	1	5	19
2	1	0.75	6	6	5	13
2	1	0.84	4	19	6	2
2	5	1.8	1	18	6	2
1	1	4.8	5	3	6	22
2	2	1.77	3	16	0	12
1	1	0.7	3	10	1	19
1	1	1.2	9	19	5	13
2	1	4.7	4	22	2	10
1	1	0.6	2	8	6	0
2	1	3.59	8	28	4	21
2	1	2.4	1	30	4	18
1	1	1.8	2	5	3	8
2	1	2.44	8	18	1	19
2	1	4.05	3	29	6	23
2	6	10	4	19	6	13
2	1	4.28	10	23	4	18
1	1	1.7	12	18	4	23
2	1	7.43	5	9	5	18
1	1	0.9	11	1	6	1
1	2	0.8	8	19	2	22
2	1	1.11	11	17	1	17
1	3	12.3	9	13	6	13
2	1	4.91	1	24	5	23
1	1	1.9	4	29	2	14
2	1	1.27	7	20	0	7
1	1	1.7	4	26	6	20
1	1	6	4	21	1	10
2	1	1.63	11	8	6	11
2	1	2.65	4	23	3	20
2	2	1.06	9	16	2	8
2	1	1.6	1	11	6	9
1	1	1.3	10	30	4	20
2	1	12.22	2	18	2	1
1	1	3.8	6	17	2	10
2	2	0.64	6	25	3	18
2	1	2.53	6	11	3	2
1	2	1.1	3	7	5	14
2	1	1.13	10	15	3	16
2	1	2.54	7	22	2	10
1	2	4.4	7	7	1	15
2	1	2.93	2	6	4	13
1	1	11.3	5	10	6	22
2	1	1.34	2	1	6	13
2	1	2.1	12	24	3	15
2	1	2.39	4	18	5	3
2	1	1.68	5	8	4	0
2	1	0.54	3	10	1	11
1	1	3.5	4	8	2	21
2	1	21.65	12	23	2	16
2	5	0.86	8	8	5	13
2	1	0.62	1	20	1	19
1	1	0.6	8	18	1	19
2	1	3	1	6	1	2
2	1	5.73	3	21	5	19
2	1	6.2	1	19	0	9
2	1	7.47	10	4	6	2
2	3	1.79	7	18	5	17
2	1	1.11	2	19	3	20
2	6	1.02	2	15	6	18
2	6	0.72	10	10	5	0
2	1	0.97	2	16	0	20
2	1	2.64	12	2	2	12
2	1	1.4	7	12	6	18
2	1	7.86	5	3	6	16
1	1	1.6	9	19	5	12
2	3	1.57	9	4	4	20
1	1	0.5	7	15	2	4
2	1	2.16	10	6	1	17
2	2	4.55	7	3	4	7
2	1	7.42	6	11	3	9
2	1	1.68	4	4	5	0
2	1	0.72	11	8	6	9
2	5	10.89	12	12	5	22
2	2	0.77	6	15	0	16
2	1	2.7	6	9	1	23
1	1	0.6	4	8	2	8
2	1	6.12	3	6	4	3
1	1	14.3	10	3	5	11
2	1	1.03	2	21	5	17
2	1	2.87	10	15	3	15
2	1	7.2	1	4	6	23
1	2	0.5	10	30	4	16
2	1	0.8	1	7	2	13
2	1	2.25	7	2	3	17
2	1	0.95	11	6	4	23
2	1	6.8	9	7	0	3
2	1	2.2	12	20	6	5
2	1	0.71	3	20	4	18
1	1	1.3	6	13	5	14
2	1	3.66	1	22	3	5
2	1	1.26	12	13	6	13
2	1	2.47	8	14	4	23
2	1	4.3	10	25	6	6
2	1	2.78	4	4	5	1
2	1	1.48	10	7	2	16
2	1	6.11	6	13	5	0
2	1	4.86	3	18	2	17
1	2	0.8	7	30	3	12
1	1	5	12	4	4	23
2	1	0.76	7	22	2	21
2	1	0.35	8	16	6	9
2	1	3.33	10	25	6	22
2	1	1.42	8	29	5	17
2	1	1.27	10	2	4	8
2	1	1.33	1	28	2	18
1	1	3.7	2	20	4	22
2	1	1.66	1	18	6	13
1	1	1.5	6	21	6	17
2	2	1.4	8	17	0	4
1	1	6.4	5	25	0	13
1	1	1.2	2	27	4	18
2	5	13.45	9	20	6	12
2	1	1.64	10	28	2	13
1	1	2.7	10	17	5	3
2	1	6.26	5	25	0	20
2	1	3.36	4	4	5	3
2	1	1.35	2	8	6	17
2	1	1.66	7	16	3	1
2	1	0.66	7	7	1	13
2	1	2.26	1	30	4	12
1	1	5.7	4	7	1	13
2	5	3.26	3	29	6	20
2	1	2.52	11	5	3	21
2	1	1.88	7	12	6	15
1	1	3.9	8	7	4	7
2	1	5.81	8	7	4	23
2	1	2.96	4	13	0	18
2	1	8.21	9	6	6	5
1	1	1.4	5	21	3	2
2	1	1.94	7	18	5	19
2	1	6.68	7	11	5	8
2	1	6.02	12	19	5	20
2	1	6.76	7	26	6	7
2	1	1.31	2	22	6	17
2	2	0.73	12	21	0	18
2	2	0.83	8	14	4	8
2	1	3.13	8	26	2	20
1	1	1	12	9	2	8
2	1	1.32	7	11	5	23
2	1	4.38	7	26	6	12
1	1	1.4	1	15	3	14
2	1	2.71	10	4	6	1
2	1	3.34	1	19	0	23
2	1	2.73	12	17	3	22
2	6	0.65	9	19	5	2
2	1	2.22	2	21	5	0
2	1	0.93	8	16	6	18
2	1	1.48	8	17	0	16
2	1	1.86	5	1	4	12
2	1	2.26	2	11	2	17
2	1	2.05	6	10	2	21
2	5	0.49	9	12	5	20
2	1	1.31	2	7	5	0
1	1	1.6	3	13	4	10
2	5	0.93	1	18	6	18
2	1	3.12	8	18	1	18
2	1	2.07	9	11	4	16
2	5	3.68	4	18	5	0
2	1	1.7	9	16	2	11
2	1	0.8	2	3	1	19
2	5	1.51	5	27	2	14
1	1	1.3	12	18	4	19
2	1	3.86	7	15	2	12
2	1	5.74	10	4	6	21
2	1	4.07	8	23	6	2
2	1	0.76	11	26	3	18
2	1	1.54	2	27	4	20
2	1	0.43	11	12	3	7
1	1	1.5	10	18	6	7
2	1	8.32	5	16	5	2
1	1	19.4	4	17	4	10
2	1	0.9	7	27	0	15
2	1	4.4	8	21	4	23
2	1	1.54	3	5	3	8
2	1	3.93	3	13	4	1
2	1	0.6	2	20	4	21
1	1	6	7	10	4	15
2	1	0.92	5	27	2	20
2	1	1.15	12	4	4	10
2	1	5.99	10	25	6	11
2	1	1.01	5	20	2	8
2	1	2.12	11	5	3	9
2	1	0.44	5	6	2	10
2	1	1.73	12	12	5	9
2	1	5.86	7	23	3	23
2	1	4.38	4	26	6	12
2	1	1.22	1	16	4	20
2	1	1.9	12	15	1	17
2	1	13.18	4	11	5	15
2	1	14.42	7	19	6	3
2	1	8.08	8	14	4	11
2	1	2.17	5	23	5	2
2	1	8.35	4	26	6	12
2	1	3.14	7	25	5	20
2	1	13.96	3	9	0	7
2	1	2.93	12	20	6	21
2	1	0.81	2	15	6	19
2	1	1.95	7	30	3	2
1	1	2.3	10	27	1	4
2	1	5.8	9	9	2	23
2	1	1.33	8	28	4	23
2	1	1.18	6	14	6	1
2	5	1.7	2	12	3	15
2	1	2.71	8	22	5	4
2	1	11.98	10	30	4	12
1	1	1.5	11	18	2	21
2	1	3.43	5	27	2	19
2	1	9.4	7	6	0	6
2	1	3.13	6	2	1	10
2	1	5.05	12	6	6	18
2	1	4.31	2	13	4	21
2	1	1.95	1	10	5	21
2	1	4.97	11	13	4	8
2	1	3.49	6	17	2	23
1	1	1.2	11	5	3	19
2	1	20.58	11	25	2	13
2	1	1.1	7	15	2	14
2	2	0.65	6	6	5	13
1	1	11.3	9	3	3	17
2	1	3.41	10	8	3	19
2	1	1.49	3	15	6	20
2	1	1.78	1	8	3	2
2	1	1.27	7	28	1	10
1	1	1.9	8	10	0	13
2	1	6.55	3	4	2	12
2	1	14.8	4	25	5	20
2	1	5.45	7	14	1	5
2	2	0.49	6	7	6	23
2	1	0.71	2	18	2	11
2	3	7.08	7	4	5	15
1	2	3.7	7	11	5	16
2	1	1.44	10	4	6	0
2	1	0.78	9	26	5	22
2	4	7.91	2	8	6	5
2	1	0.93	11	25	2	22
2	1	2.38	11	11	2	23
2	1	1.01	4	24	4	20
2	1	1.51	5	29	4	21
2	2	3.09	11	14	5	3
2	5	1.08	8	28	4	20
2	1	1.17	2	5	3	18
2	1	0.83	10	9	4	18
2	1	9.92	2	21	5	16
2	1	7.46	12	26	5	16
2	1	3	2	26	3	19
2	5	1	8	11	1	10
1	1	2.8	6	10	2	20
2	1	5.05	12	22	1	15
1	1	1.1	5	30	5	23
1	4	0.7	3	27	4	3
2	1	0.81	1	8	3	18
1	1	2.4	8	3	0	9
2	1	0.84	9	19	5	1
2	1	0.68	5	3	6	18
2	1	4.55	10	24	5	15
2	1	1.45	9	28	0	7
2	1	5	5	13	2	11
2	1	0.41	6	7	6	2
2	1	3.95	6	24	2	10
1	1	0.7	1	13	1	23
2	2	1.18	1	28	2	21
2	1	6.5	6	21	6	1
2	5	4.86	5	30	5	20
2	1	12.16	6	5	4	22
2	1	2.25	12	24	3	15
2	1	2.12	12	26	5	21
2	1	0.97	2	17	1	10
2	1	1.84	7	17	4	18
2	1	0.89	9	22	1	17
2	1	4.02	2	10	1	6
1	1	3	9	2	2	20
2	1	2.2	11	4	2	20
2	1	3.2	1	1	3	12
1	1	6.5	4	8	2	22
2	5	2.69	10	23	4	4
2	1	1.18	8	14	4	19
2	1	8.6	1	7	2	8
2	1	3.09	6	1	0	19
2	1	1.95	7	23	3	23
2	1	2.15	12	12	5	22
1	3	3.9	12	21	0	22
2	1	2.1	3	18	2	0
1	1	5.5	10	17	5	17
2	1	3.01	12	17	3	4
2	6	8.68	9	11	4	22
1	1	1.4	11	5	3	17
2	5	1.62	8	29	5	2
1	1	0.9	11	19	3	17
2	1	1.7	11	22	6	1
1	1	4	3	21	5	22
2	2	1.11	5	29	4	4
2	1	1.44	7	24	4	0
2	1	13.81	8	14	4	16
1	1	0.9	1	7	2	12
2	1	2.03	3	21	5	0
2	1	6.62	8	9	6	9
2	1	2.86	2	23	0	6
2	2	2.04	1	20	1	20
2	1	5.1	11	23	0	19
2	1	5.99	1	15	3	17
2	1	1.27	1	29	3	23
2	2	2.75	3	27	4	18
1	1	3.1	3	2	0	18
2	1	2.53	4	5	6	12
2	1	4.14	12	30	2	19
2	3	7.29	8	2	6	21
2	1	2.99	7	17	4	15
2	1	0.62	9	16	2	17
2	1	3.41	11	16	0	19
2	1	6.01	3	8	6	21
2	1	1.13	11	10	1	12
1	1	9.6	2	25	2	13
2	5	3.31	2	11	2	21
2	1	2.7	5	19	1	15
2	1	8.65	11	21	5	6
2	1	5.54	1	24	5	2
2	1	0.92	7	4	5	4
2	1	4.41	3	12	3	2
1	1	2.6	2	13	4	0
2	1	3.09	2	14	5	17
1	1	14.5	9	16	2	22
2	1	17.2	4	23	3	7
2	1	1.11	10	20	1	17
2	1	0.57	9	18	4	0
2	1	8.12	9	23	2	15
2	1	1.24	10	16	4	22
2	6	0.37	11	14	5	18
2	1	3.62	4	11	5	2
1	1	1.8	12	23	2	14
2	2	1.46	2	17	1	20
2	1	9.65	9	18	4	15
2	1	3.61	7	29	2	17
2	1	2.97	3	23	0	18
2	2	0.92	3	11	2	22
2	1	7.56	5	1	4	19
2	3	0.97	7	16	3	21
2	1	1.8	9	18	4	15
2	1	2.45	2	5	3	20
2	1	6.18	9	12	5	6
2	1	1.44	2	5	3	15
1	2	3.3	10	23	4	0
2	1	2.47	1	1	3	22
2	1	1.44	5	28	3	18
2	1	3.53	12	5	5	5
2	1	0.91	12	22	1	10
2	1	3.28	7	20	0	20
1	1	4	4	10	4	17
2	5	7.52	3	10	1	21
2	1	3.04	9	28	0	19
2	1	4.52	11	13	4	23
2	1	1.52	2	16	0	18
2	1	3.69	9	1	1	15
2	6	3.43	5	24	6	15
2	5	1.2	5	19	1	15
2	1	4.88	10	16	4	23
1	1	7	6	21	6	4
2	1	3.9	12	30	2	0
2	1	4.55	9	21	0	20
2	1	1.58	3	15	6	15
2	1	7.82	11	22	6	20
2	1	8.18	2	8	6	19
2	1	0.79	6	6	5	17
2	1	0.69	9	3	3	18
1	1	7.6	10	14	2	11
2	1	7.32	8	7	4	3
2	1	1.03	5	30	5	1
2	3	1.51	12	11	4	10
2	1	1.23	1	15	3	20
2	2	3.41	8	9	6	22
2	1	1.23	11	12	3	16
2	1	3.89	3	2	0	8
2	1	1.59	10	16	4	17
2	1	2.31	8	18	1	19
2	1	0.7	2	3	1	23
2	1	0.84	4	8	2	19
2	1	1.02	8	22	5	21
2	1	1.24	1	25	6	8
2	1	1.38	9	12	5	22
2	1	4.41	3	18	2	3
2	1	1.49	10	4	6	4
1	1	5.7	10	2	4	19
2	1	0.56	7	22	2	18
2	1	3.25	5	26	1	16
2	1	2.8	10	4	6	21
1	1	2	10	15	3	9
2	2	1.98	6	1	0	17
2	1	1.51	7	1	2	18
2	1	4.13	9	1	1	17
2	1	11.41	4	29	2	13
1	1	1.2	5	14	3	22
2	5	6.11	2	15	6	9
1	2	1.3	1	25	6	1
2	3	2.33	6	18	3	17
1	1	2.9	2	20	4	21
1	1	5.7	9	17	3	11
2	1	7.46	7	24	4	6
2	1	5.35	12	24	3	1
2	1	7.01	5	10	6	16
2	1	2.62	11	27	4	11
2	1	0.46	5	20	2	14
2	1	0.54	11	25	2	18
1	1	0.8	12	14	0	17
2	5	5.28	6	7	6	18
2	5	1.74	6	14	6	12
2	2	1.12	7	26	6	0
2	1	0.89	5	15	4	13
2	5	1.33	3	17	1	13
2	5	1.46	5	23	5	8
2	1	1.25	9	3	3	19
2	1	1.43	7	4	5	23
2	1	1.52	9	18	4	18
2	1	2.37	11	9	0	11
2	1	6.61	8	18	1	22
2	1	7.19	8	19	2	18
2	1	0.98	4	6	0	10
1	1	1	7	12	6	19
2	1	4.13	4	24	4	12
2	1	2.6	2	1	6	4
2	1	3.83	5	2	5	18
1	1	1.2	6	12	4	9
2	5	0.75	8	12	2	18
2	1	3.65	2	6	4	20
1	1	1	2	11	2	15
2	1	1.45	1	23	4	13
1	1	1.3	9	10	3	12
2	1	8.69	10	18	6	3
2	1	1.68	11	29	6	20
2	1	3.54	9	7	0	15
2	1	3.58	9	13	6	1
2	5	4.61	9	9	2	15
2	1	1.52	6	2	1	6
2	1	1.14	1	26	0	15
2	1	2.61	5	6	2	0
2	1	5.7	5	5	1	13
2	1	0.72	8	25	1	19
2	1	0.86	12	18	4	16
2	2	2.03	3	22	6	13
2	1	4.83	4	2	3	15
2	1	1.79	9	4	4	19
2	1	3.46	12	26	5	17
2	1	1.57	10	4	6	1
2	2	3.33	1	15	3	11
2	1	1.08	4	6	0	17
2	5	2.47	8	17	0	9
2	1	4.19	6	12	4	8
2	1	2.57	3	17	1	12
2	1	0.75	11	17	1	17
1	1	0.5	2	16	0	17
1	1	1.4	12	8	1	22
2	1	1.31	4	7	1	21
2	1	5.75	3	28	5	17
2	1	1.77	9	8	1	12
2	5	2.52	12	24	3	15
1	1	0.8	7	10	4	1
1	1	1.9	9	16	2	16
1	1	2.3	3	22	6	0
2	2	1.2	1	29	3	23
2	1	5.72	10	28	2	9
2	1	4.1	1	12	0	19
2	1	0.88	11	9	0	9
2	1	0.88	1	10	5	19
2	5	0.97	9	16	2	17
2	1	2.15	2	3	1	17
2	1	1.71	5	16	5	23
2	1	6.29	9	17	3	14
1	2	1.8	12	26	5	1
2	1	8.15	3	28	5	20
2	1	1.54	6	5	4	10
2	1	1.83	3	12	3	19
2	1	1.33	11	29	6	22
1	1	3.7	9	11	4	10
